exporte_und_importe_pro_land_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien und Länder sind aus Gründen des Datenschutzes zusammengefasst. Die Sammelkategorien sind so gebildet, dass die Ländertotale korrekt sind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,lnd_iso2,lnd_desc,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,13,Textilien,13369,13369
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,17,"Papier, Pappe und Waren daraus",3067,3067
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,20,Chemische Erzeugnisse,4934217,4934217
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,22,Gummi- und Kunststoffwaren,2966421,2966421
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,25,Metallerzeugnisse,136636,136636
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1423781,1423781
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,27,Elektrische Ausrüstungen,548121,548121
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,28,Maschinen,4071230,4071230
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,C,32,"Waren, a.n.g.",653201,653201
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,J,58,Dienstleistungen des Verlagswesens,1749,1749
EXP,2016,Amerika,Übriges Amerika,CO,Kolumbien,NA,NA,Verschiedene (weitere) Güterkategorien,502376,564688
EXP,2016,Amerika,Übriges Amerika,CU,Kuba,NA,NA,Verschiedene (weitere) Güterkategorien,2771382,2771382
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,13,Textilien,53323,53323
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,17,"Papier, Pappe und Waren daraus",4371,4371
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,20,Chemische Erzeugnisse,10311676,10311676
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,22,Gummi- und Kunststoffwaren,2255874,2255874
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1619006,1619006
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,25,Metallerzeugnisse,1258665,1258665
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",9410156,9410156
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,27,Elektrische Ausrüstungen,11178812,11178812
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,28,Maschinen,34687434,34687434
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,C,32,"Waren, a.n.g.",877506,877506
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,J,58,Dienstleistungen des Verlagswesens,106921,106921
EXP,2016,Amerika,Übriges Amerika,MX,Mexiko,NA,NA,Verschiedene (weitere) Güterkategorien,2084288,2356267
EXP,2016,Amerika,Übriges Amerika,NI,Nicaragua,NA,NA,Verschiedene (weitere) Güterkategorien,219173,219173
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,22,Gummi- und Kunststoffwaren,19192,19192
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,25,Metallerzeugnisse,11676,11676
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",981935,981935
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,27,Elektrische Ausrüstungen,79668,79668
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,28,Maschinen,199695,199695
EXP,2016,Amerika,Übriges Amerika,PA,Panama,C,32,"Waren, a.n.g.",54876,54876
EXP,2016,Amerika,Übriges Amerika,PA,Panama,NA,NA,Verschiedene (weitere) Güterkategorien,955122,1749721
EXP,2016,Amerika,Übriges Amerika,PY,Paraguay,NA,NA,Verschiedene (weitere) Güterkategorien,1004390,1004390
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,20,Chemische Erzeugnisse,891484,891484
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,22,Gummi- und Kunststoffwaren,142686,142686
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,25,Metallerzeugnisse,196423,196423
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2104819,2104819
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,27,Elektrische Ausrüstungen,649212,649212
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,28,Maschinen,3067056,3067056
EXP,2016,Amerika,Übriges Amerika,PE,Peru,C,32,"Waren, a.n.g.",736603,736603
EXP,2016,Amerika,Übriges Amerika,PE,Peru,J,58,Dienstleistungen des Verlagswesens,11790,11790
EXP,2016,Amerika,Übriges Amerika,PE,Peru,NA,NA,Verschiedene (weitere) Güterkategorien,697419,722315
EXP,2016,Amerika,Übriges Amerika,LC,St. Lucia,NA,NA,Verschiedene (weitere) Güterkategorien,205599,205599
EXP,2016,Amerika,Übriges Amerika,SR,Suriname,NA,NA,Verschiedene (weitere) Güterkategorien,290761,290761
EXP,2016,Amerika,Übriges Amerika,TT,Trinidad und Tobago,NA,NA,Verschiedene (weitere) Güterkategorien,684988,684988
EXP,2016,Amerika,Übriges Amerika,UY,Uruguay,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",776251,776251
EXP,2016,Amerika,Übriges Amerika,UY,Uruguay,NA,NA,Verschiedene (weitere) Güterkategorien,3472177,3483132
EXP,2016,Amerika,Übriges Amerika,VE,Venezuela,C,20,Chemische Erzeugnisse,682186,682186
EXP,2016,Amerika,Übriges Amerika,VE,Venezuela,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",84328,84328
EXP,2016,Amerika,Übriges Amerika,VE,Venezuela,NA,NA,Verschiedene (weitere) Güterkategorien,597900,597900
EXP,2016,Amerika,Übriges Amerika,NA,Weitere Länder in Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,6404917,6457118
EXP,2016,Asien,Asien,AF,Afghanistan,NA,NA,Verschiedene (weitere) Güterkategorien,201299,201299
EXP,2016,Asien,Asien,AM,Armenien,C,20,Chemische Erzeugnisse,192150,192150
EXP,2016,Asien,Asien,AM,Armenien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",73351,73351
EXP,2016,Asien,Asien,AM,Armenien,NA,NA,Verschiedene (weitere) Güterkategorien,1113159,1114266
EXP,2016,Asien,Asien,AZ,Aserbaidschan,C,20,Chemische Erzeugnisse,548665,548665
EXP,2016,Asien,Asien,AZ,Aserbaidschan,C,22,Gummi- und Kunststoffwaren,38848,38848
EXP,2016,Asien,Asien,AZ,Aserbaidschan,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",195844,195844
EXP,2016,Asien,Asien,AZ,Aserbaidschan,C,28,Maschinen,1938738,1938738
EXP,2016,Asien,Asien,AZ,Aserbaidschan,J,58,Dienstleistungen des Verlagswesens,6150,6150
EXP,2016,Asien,Asien,AZ,Aserbaidschan,NA,NA,Verschiedene (weitere) Güterkategorien,264387,264387
EXP,2016,Asien,Asien,BH,Bahrain,C,10,Nahrungs- und Futtermittel,755626,755626
EXP,2016,Asien,Asien,BH,Bahrain,C,13,Textilien,11652,11652
EXP,2016,Asien,Asien,BH,Bahrain,C,17,"Papier, Pappe und Waren daraus",1386,1386
EXP,2016,Asien,Asien,BH,Bahrain,C,20,Chemische Erzeugnisse,1190063,1190063
EXP,2016,Asien,Asien,BH,Bahrain,C,22,Gummi- und Kunststoffwaren,124888,124888
EXP,2016,Asien,Asien,BH,Bahrain,C,25,Metallerzeugnisse,309867,309867
EXP,2016,Asien,Asien,BH,Bahrain,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1427725,1427725
EXP,2016,Asien,Asien,BH,Bahrain,C,27,Elektrische Ausrüstungen,3871372,3871372
EXP,2016,Asien,Asien,BH,Bahrain,C,28,Maschinen,1135874,1135874
EXP,2016,Asien,Asien,BH,Bahrain,C,32,"Waren, a.n.g.",79181,79181
EXP,2016,Asien,Asien,BH,Bahrain,J,58,Dienstleistungen des Verlagswesens,9858,9858
EXP,2016,Asien,Asien,BH,Bahrain,NA,NA,Verschiedene (weitere) Güterkategorien,154349,154349
EXP,2016,Asien,Asien,BD,Bangladesch,C,22,Gummi- und Kunststoffwaren,207431,207431
EXP,2016,Asien,Asien,BD,Bangladesch,C,25,Metallerzeugnisse,31710,31710
EXP,2016,Asien,Asien,BD,Bangladesch,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",4702981,4702981
EXP,2016,Asien,Asien,BD,Bangladesch,C,27,Elektrische Ausrüstungen,1931562,1931562
EXP,2016,Asien,Asien,BD,Bangladesch,C,28,Maschinen,34909348,34909348
EXP,2016,Asien,Asien,BD,Bangladesch,C,32,"Waren, a.n.g.",249378,249378
EXP,2016,Asien,Asien,BD,Bangladesch,J,58,Dienstleistungen des Verlagswesens,24045,24045
EXP,2016,Asien,Asien,BD,Bangladesch,NA,NA,Verschiedene (weitere) Güterkategorien,484788,484788
EXP,2016,Asien,Asien,BN,Brunei Darussalam,NA,NA,Verschiedene (weitere) Güterkategorien,91669,91669
EXP,2016,Asien,Asien,CN,China,C,10,Nahrungs- und Futtermittel,10066358,10066358
EXP,2016,Asien,Asien,CN,China,C,11,Getränke,120025,120025
EXP,2016,Asien,Asien,CN,China,C,13,Textilien,328212,328212
EXP,2016,Asien,Asien,CN,China,C,14,Bekleidung,560383,560383
EXP,2016,Asien,Asien,CN,China,C,15,Leder und Lederwaren,1636311,1636311
EXP,2016,Asien,Asien,CN,China,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,616209,616209
EXP,2016,Asien,Asien,CN,China,C,17,"Papier, Pappe und Waren daraus",787724,787724
EXP,2016,Asien,Asien,CN,China,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,2799416,2799416
EXP,2016,Asien,Asien,CN,China,C,20,Chemische Erzeugnisse,43436088,43436088
EXP,2016,Asien,Asien,CN,China,C,21,Pharmazeutische Erzeugnisse,1032075,1032075
EXP,2016,Asien,Asien,CN,China,C,22,Gummi- und Kunststoffwaren,12489242,12489242
EXP,2016,Asien,Asien,CN,China,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",7211350,7211350
EXP,2016,Asien,Asien,CN,China,C,24,Metalle,1177741,2380842915
EXP,2016,Asien,Asien,CN,China,C,25,Metallerzeugnisse,12043504,12043504
EXP,2016,Asien,Asien,CN,China,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",225620837,225620837
EXP,2016,Asien,Asien,CN,China,C,27,Elektrische Ausrüstungen,87814523,87814523
EXP,2016,Asien,Asien,CN,China,C,28,Maschinen,298939741,298939741
EXP,2016,Asien,Asien,CN,China,C,30,Sonstige Fahrzeuge,3900109,3900109
EXP,2016,Asien,Asien,CN,China,C,31,Möbel,350348,350348
EXP,2016,Asien,Asien,CN,China,C,32,"Waren, a.n.g.",22330984,22331161
EXP,2016,Asien,Asien,CN,China,J,58,Dienstleistungen des Verlagswesens,921520,921520
EXP,2016,Asien,Asien,CN,China,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",152006,152006
EXP,2016,Asien,Asien,CN,China,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,2030479
EXP,2016,Asien,Asien,CN,China,NA,NA,Verschiedene (weitere) Güterkategorien,1361511,2944170
EXP,2016,Asien,Asien,GE,Georgien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",189793,189793
EXP,2016,Asien,Asien,GE,Georgien,C,28,Maschinen,146333,146333
EXP,2016,Asien,Asien,GE,Georgien,NA,NA,Verschiedene (weitere) Güterkategorien,527552,527552
EXP,2016,Asien,Asien,HK,Hongkong,C,10,Nahrungs- und Futtermittel,9947194,9947194
EXP,2016,Asien,Asien,HK,Hongkong,C,11,Getränke,9359758,9359758
EXP,2016,Asien,Asien,HK,Hongkong,C,13,Textilien,481884,481884
EXP,2016,Asien,Asien,HK,Hongkong,C,14,Bekleidung,574220,574220
EXP,2016,Asien,Asien,HK,Hongkong,C,15,Leder und Lederwaren,1747509,1747509
EXP,2016,Asien,Asien,HK,Hongkong,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,55794,55794
EXP,2016,Asien,Asien,HK,Hongkong,C,17,"Papier, Pappe und Waren daraus",115976,115976
EXP,2016,Asien,Asien,HK,Hongkong,C,20,Chemische Erzeugnisse,12145634,12145634
EXP,2016,Asien,Asien,HK,Hongkong,C,22,Gummi- und Kunststoffwaren,1495594,1495594
EXP,2016,Asien,Asien,HK,Hongkong,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",391010,391010
EXP,2016,Asien,Asien,HK,Hongkong,C,24,Metalle,527045,215496168
EXP,2016,Asien,Asien,HK,Hongkong,C,25,Metallerzeugnisse,1882723,1882723
EXP,2016,Asien,Asien,HK,Hongkong,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",83506579,83506579
EXP,2016,Asien,Asien,HK,Hongkong,C,27,Elektrische Ausrüstungen,11596461,11596461
EXP,2016,Asien,Asien,HK,Hongkong,C,28,Maschinen,12777302,12777302
EXP,2016,Asien,Asien,HK,Hongkong,C,30,Sonstige Fahrzeuge,2594896,2594896
EXP,2016,Asien,Asien,HK,Hongkong,C,31,Möbel,40489,40489
EXP,2016,Asien,Asien,HK,Hongkong,C,32,"Waren, a.n.g.",72369472,82665805
EXP,2016,Asien,Asien,HK,Hongkong,J,58,Dienstleistungen des Verlagswesens,460094,460094
EXP,2016,Asien,Asien,HK,Hongkong,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,3346767
EXP,2016,Asien,Asien,HK,Hongkong,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,3886591
EXP,2016,Asien,Asien,HK,Hongkong,NA,NA,Verschiedene (weitere) Güterkategorien,2094110,2099004
EXP,2016,Asien,Asien,IN,Indien,C,10,Nahrungs- und Futtermittel,2416083,2416083
EXP,2016,Asien,Asien,IN,Indien,C,13,Textilien,113533,113533
EXP,2016,Asien,Asien,IN,Indien,C,14,Bekleidung,41471,41471
EXP,2016,Asien,Asien,IN,Indien,C,15,Leder und Lederwaren,146897,146897
EXP,2016,Asien,Asien,IN,Indien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,81487,81487
EXP,2016,Asien,Asien,IN,Indien,C,17,"Papier, Pappe und Waren daraus",36622,36622
EXP,2016,Asien,Asien,IN,Indien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,7369,7369
EXP,2016,Asien,Asien,IN,Indien,C,20,Chemische Erzeugnisse,26515713,26515713
EXP,2016,Asien,Asien,IN,Indien,C,21,Pharmazeutische Erzeugnisse,357860,357860
EXP,2016,Asien,Asien,IN,Indien,C,22,Gummi- und Kunststoffwaren,4073368,4073368
EXP,2016,Asien,Asien,IN,Indien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",2599476,2599476
EXP,2016,Asien,Asien,IN,Indien,C,24,Metalle,833003,300840251
EXP,2016,Asien,Asien,IN,Indien,C,25,Metallerzeugnisse,4106297,4106297
EXP,2016,Asien,Asien,IN,Indien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",68502369,68502369
EXP,2016,Asien,Asien,IN,Indien,C,27,Elektrische Ausrüstungen,18207818,18207818
EXP,2016,Asien,Asien,IN,Indien,C,28,Maschinen,95573161,95573161
EXP,2016,Asien,Asien,IN,Indien,C,30,Sonstige Fahrzeuge,745471,745471
EXP,2016,Asien,Asien,IN,Indien,C,32,"Waren, a.n.g.",4738617,4826732
EXP,2016,Asien,Asien,IN,Indien,J,58,Dienstleistungen des Verlagswesens,727192,727192
EXP,2016,Asien,Asien,IN,Indien,NA,NA,Verschiedene (weitere) Güterkategorien,8431720,8468023
EXP,2016,Asien,Asien,ID,Indonesien,C,10,Nahrungs- und Futtermittel,3565976,3565976
EXP,2016,Asien,Asien,ID,Indonesien,C,13,Textilien,25052,25052
EXP,2016,Asien,Asien,ID,Indonesien,C,17,"Papier, Pappe und Waren daraus",15425,15425
EXP,2016,Asien,Asien,ID,Indonesien,C,20,Chemische Erzeugnisse,18635423,18635423
EXP,2016,Asien,Asien,ID,Indonesien,C,22,Gummi- und Kunststoffwaren,570778,570778
EXP,2016,Asien,Asien,ID,Indonesien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",384639,384639
EXP,2016,Asien,Asien,ID,Indonesien,C,24,Metalle,278449,278449
EXP,2016,Asien,Asien,ID,Indonesien,C,25,Metallerzeugnisse,3852670,3852670
EXP,2016,Asien,Asien,ID,Indonesien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",6607266,6607266
EXP,2016,Asien,Asien,ID,Indonesien,C,27,Elektrische Ausrüstungen,3551119,3551119
EXP,2016,Asien,Asien,ID,Indonesien,C,28,Maschinen,18470736,18470736
EXP,2016,Asien,Asien,ID,Indonesien,C,32,"Waren, a.n.g.",625556,625556
EXP,2016,Asien,Asien,ID,Indonesien,J,58,Dienstleistungen des Verlagswesens,28750,28750
EXP,2016,Asien,Asien,ID,Indonesien,NA,NA,Verschiedene (weitere) Güterkategorien,18411597,18411671
EXP,2016,Asien,Asien,IQ,Irak,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3290724,3290724
EXP,2016,Asien,Asien,IQ,Irak,C,27,Elektrische Ausrüstungen,3135363,3135363
EXP,2016,Asien,Asien,IQ,Irak,C,28,Maschinen,714006,714006
EXP,2016,Asien,Asien,IQ,Irak,NA,NA,Verschiedene (weitere) Güterkategorien,1500676,1501450
EXP,2016,Asien,Asien,IR,Iran,C,13,Textilien,51397,51397
EXP,2016,Asien,Asien,IR,Iran,C,20,Chemische Erzeugnisse,8899928,8899928
EXP,2016,Asien,Asien,IR,Iran,C,22,Gummi- und Kunststoffwaren,500797,500797
EXP,2016,Asien,Asien,IR,Iran,C,25,Metallerzeugnisse,445832,445832
EXP,2016,Asien,Asien,IR,Iran,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",13037337,13037337
EXP,2016,Asien,Asien,IR,Iran,C,27,Elektrische Ausrüstungen,844561,844561
EXP,2016,Asien,Asien,IR,Iran,C,28,Maschinen,17500502,17500502
EXP,2016,Asien,Asien,IR,Iran,C,32,"Waren, a.n.g.",1653350,1653350
EXP,2016,Asien,Asien,IR,Iran,J,58,Dienstleistungen des Verlagswesens,56968,56968
EXP,2016,Asien,Asien,IR,Iran,NA,NA,Verschiedene (weitere) Güterkategorien,660829,2782979
EXP,2016,Asien,Asien,IL,Israel,C,10,Nahrungs- und Futtermittel,4237942,4237942
EXP,2016,Asien,Asien,IL,Israel,C,13,Textilien,171891,171891
EXP,2016,Asien,Asien,IL,Israel,C,14,Bekleidung,16887,16887
EXP,2016,Asien,Asien,IL,Israel,C,15,Leder und Lederwaren,11621,11621
EXP,2016,Asien,Asien,IL,Israel,C,17,"Papier, Pappe und Waren daraus",31471,31471
EXP,2016,Asien,Asien,IL,Israel,C,20,Chemische Erzeugnisse,10404553,10404553
EXP,2016,Asien,Asien,IL,Israel,C,21,Pharmazeutische Erzeugnisse,284020,284020
EXP,2016,Asien,Asien,IL,Israel,C,22,Gummi- und Kunststoffwaren,2544331,2544331
EXP,2016,Asien,Asien,IL,Israel,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",89957,89957
EXP,2016,Asien,Asien,IL,Israel,C,24,Metalle,229784,229784
EXP,2016,Asien,Asien,IL,Israel,C,25,Metallerzeugnisse,1129265,1129265
EXP,2016,Asien,Asien,IL,Israel,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",13541778,13541778
EXP,2016,Asien,Asien,IL,Israel,C,27,Elektrische Ausrüstungen,3419905,3419905
EXP,2016,Asien,Asien,IL,Israel,C,28,Maschinen,15633188,15633188
EXP,2016,Asien,Asien,IL,Israel,C,32,"Waren, a.n.g.",3758097,13183888
EXP,2016,Asien,Asien,IL,Israel,J,58,Dienstleistungen des Verlagswesens,36393550,36393550
EXP,2016,Asien,Asien,IL,Israel,NA,NA,Verschiedene (weitere) Güterkategorien,1967829,10706711
EXP,2016,Asien,Asien,JP,Japan,C,10,Nahrungs- und Futtermittel,6911922,6911922
EXP,2016,Asien,Asien,JP,Japan,C,11,Getränke,555807,555807
EXP,2016,Asien,Asien,JP,Japan,C,13,Textilien,1186599,1186599
EXP,2016,Asien,Asien,JP,Japan,C,14,Bekleidung,741159,741159
EXP,2016,Asien,Asien,JP,Japan,C,15,Leder und Lederwaren,2773994,2773994
EXP,2016,Asien,Asien,JP,Japan,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,18053,18053
EXP,2016,Asien,Asien,JP,Japan,C,17,"Papier, Pappe und Waren daraus",51755,51755
EXP,2016,Asien,Asien,JP,Japan,C,20,Chemische Erzeugnisse,12775580,12775580
EXP,2016,Asien,Asien,JP,Japan,C,21,Pharmazeutische Erzeugnisse,3155192,3155192
EXP,2016,Asien,Asien,JP,Japan,C,22,Gummi- und Kunststoffwaren,2816257,2816257
EXP,2016,Asien,Asien,JP,Japan,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1337061,1337061
EXP,2016,Asien,Asien,JP,Japan,C,24,Metalle,344629,37730095
EXP,2016,Asien,Asien,JP,Japan,C,25,Metallerzeugnisse,10587712,10587712
EXP,2016,Asien,Asien,JP,Japan,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",73403458,73403458
EXP,2016,Asien,Asien,JP,Japan,C,27,Elektrische Ausrüstungen,12745452,12745452
EXP,2016,Asien,Asien,JP,Japan,C,28,Maschinen,77426495,77426495
EXP,2016,Asien,Asien,JP,Japan,C,30,Sonstige Fahrzeuge,549824,549824
EXP,2016,Asien,Asien,JP,Japan,C,31,Möbel,356416,356416
EXP,2016,Asien,Asien,JP,Japan,C,32,"Waren, a.n.g.",2903677,2921340
EXP,2016,Asien,Asien,JP,Japan,J,58,Dienstleistungen des Verlagswesens,296138,296138
EXP,2016,Asien,Asien,JP,Japan,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",101766,101766
EXP,2016,Asien,Asien,JP,Japan,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,1813828
EXP,2016,Asien,Asien,JP,Japan,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,2726297
EXP,2016,Asien,Asien,JP,Japan,NA,NA,Verschiedene (weitere) Güterkategorien,414669,415024
EXP,2016,Asien,Asien,JO,Jordanien,C,10,Nahrungs- und Futtermittel,725234,725234
EXP,2016,Asien,Asien,JO,Jordanien,C,17,"Papier, Pappe und Waren daraus",3558,3558
EXP,2016,Asien,Asien,JO,Jordanien,C,20,Chemische Erzeugnisse,1686658,1686658
EXP,2016,Asien,Asien,JO,Jordanien,C,22,Gummi- und Kunststoffwaren,72931,72931
EXP,2016,Asien,Asien,JO,Jordanien,C,25,Metallerzeugnisse,13456,13456
EXP,2016,Asien,Asien,JO,Jordanien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1009038,1009038
EXP,2016,Asien,Asien,JO,Jordanien,C,27,Elektrische Ausrüstungen,131388,131388
EXP,2016,Asien,Asien,JO,Jordanien,C,28,Maschinen,696329,696329
EXP,2016,Asien,Asien,JO,Jordanien,C,32,"Waren, a.n.g.",399778,399778
EXP,2016,Asien,Asien,JO,Jordanien,J,58,Dienstleistungen des Verlagswesens,23048,23048
EXP,2016,Asien,Asien,JO,Jordanien,NA,NA,Verschiedene (weitere) Güterkategorien,497238,51064742
EXP,2016,Asien,Asien,KH,Kambodscha,NA,NA,Verschiedene (weitere) Güterkategorien,431532,431532
EXP,2016,Asien,Asien,KZ,Kasachstan,C,20,Chemische Erzeugnisse,784876,784876
EXP,2016,Asien,Asien,KZ,Kasachstan,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1757695,1757695
EXP,2016,Asien,Asien,KZ,Kasachstan,C,28,Maschinen,906291,906291
EXP,2016,Asien,Asien,KZ,Kasachstan,C,32,"Waren, a.n.g.",566243,566243
EXP,2016,Asien,Asien,KZ,Kasachstan,J,58,Dienstleistungen des Verlagswesens,8283,8283
EXP,2016,Asien,Asien,KZ,Kasachstan,NA,NA,Verschiedene (weitere) Güterkategorien,1155976,1218407
EXP,2016,Asien,Asien,QA,Katar,C,10,Nahrungs- und Futtermittel,3437027,3437027
EXP,2016,Asien,Asien,QA,Katar,C,13,Textilien,86926,86926
EXP,2016,Asien,Asien,QA,Katar,C,17,"Papier, Pappe und Waren daraus",1385,1385
EXP,2016,Asien,Asien,QA,Katar,C,20,Chemische Erzeugnisse,1348451,1348451
EXP,2016,Asien,Asien,QA,Katar,C,22,Gummi- und Kunststoffwaren,578029,578029
EXP,2016,Asien,Asien,QA,Katar,C,24,Metalle,26941,26941
EXP,2016,Asien,Asien,QA,Katar,C,25,Metallerzeugnisse,399836,399836
EXP,2016,Asien,Asien,QA,Katar,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",7221308,7221308
EXP,2016,Asien,Asien,QA,Katar,C,27,Elektrische Ausrüstungen,7766948,7766948
EXP,2016,Asien,Asien,QA,Katar,C,28,Maschinen,12243041,12243041
EXP,2016,Asien,Asien,QA,Katar,C,32,"Waren, a.n.g.",3880329,3897964
EXP,2016,Asien,Asien,QA,Katar,J,58,Dienstleistungen des Verlagswesens,1061,1061
EXP,2016,Asien,Asien,QA,Katar,NA,NA,Verschiedene (weitere) Güterkategorien,1430365,1897145
EXP,2016,Asien,Asien,KG,Kirgisistan,NA,NA,Verschiedene (weitere) Güterkategorien,2684752,2684752
